1,0,15.47116,148.49046,74.65499,189.28047,0.92316496
1,0,119.61872,158.32112,80.47445,170.2816,0.87956166
1,2,565.4214,202.03465,74.57861,72.69624,0.8414608
1,2,0.5113087,154.56523,271.75928,136.5872,0.801025
1,26,115.552475,177.58635,36.27658,64.37567,0.7472421
1,9,26.204756,134.98453,14.767523,31.153473,0.6186562
1,26,4.699609,178.3288,56.919167,121.90198,0.34091535
1,0,306.75967,214.426,10.223328,27.64772,0.30875987
1,2,269.0112,216.63358,22.118988,24.529175,0.30831274
2,0,15.971769,144.93643,76.23434,193.45346,0.92562675
2,2,556.55817,198.41484,83.44183,78.9449,0.87249523
2,0,118.46734,157.50275,82.77285,171.97147,0.82339966
2,2,0.8241657,152.50267,259.9967,135.78194,0.71929103
2,26,117.33353,176.53496,36.556946,64.309784,0.6971344
2,0,252.0648,202.55177,12.63353,43.14229,0.67568874
2,0,266.1816,206.08873,14.917236,40.30928,0.5602141
2,9,29.413168,133.053,14.907164,28.265839,0.51995146
2,0,309.49234,213.48396,10.525635,28.87085,0.49753344
2,0,511.8244,186.24146,15.841248,38.008987,0.36114064
3,0,19.041433,142.767,76.4673,196.2522,0.9224581
3,2,541.71,195.90154,98.28998,82.64018,0.88761145
3,0,248.06697,198.66026,25.221848,60.874893,0.86536896
3,0,270.8458,197.19942,18.531921,49.38922,0.84426486
3,0,125.026505,154.88988,79.88402,176.31859,0.7604611
3,0,315.82513,213.85947,10.921265,28.599396,0.58126295
3,26,123.99311,175.3432,36.59266,64.5936,0.58077455
3,0,234.58127,193.16002,13.869415,57.25844,0.47564837
3,9,34.93308,131.73889,16.273354,25.391495,0.43227017
3,26,6.8215775,175.77289,68.2859,126.50519,0.42871007
3,2,0.0,146.22072,249.03499,146.71794,0.41553313
3,1,264.9039,224.38475,13.321991,29.78749,0.41104415
3,0,245.62389,185.47032,15.846451,66.653656,0.38426468
3,24,237.79405,202.85231,10.418854,18.568024,0.31148142
4,0,23.841978,145.20569,77.71007,196.23358,0.914601
4,0,254.86504,198.12494,21.356918,63.912415,0.9073636
4,2,534.48706,192.23805,105.30139,88.51372,0.8746126
4,0,130.19739,154.04419,81.27086,178.89496,0.8434306
4,0,236.75067,194.76025,18.915451,66.045166,0.7155902
4,26,130.46298,175.87021,34.36679,65.72044,0.6897353
4,1,272.44028,225.47832,25.809906,28.913528,0.6692443
4,0,270.66028,196.1345,13.391357,49.21118,0.50953525
4,2,1.5222477,148.14088,234.97487,145.31499,0.44397634
4,0,321.78836,214.28902,11.16507,28.832336,0.43657914
4,9,42.433773,132.89891,15.041012,23.430298,0.40835324
4,0,283.74332,213.26137,22.17987,28.562195,0.31547293
4,0,74.94737,157.17357,21.646118,44.358032,0.312592
5,0,29.538696,145.22372,80.09603,201.54166,0.9304938
5,2,523.8306,193.5193,115.67279,89.2383,0.9167387
5,0,264.14984,201.1284,22.436035,62.976883,0.9108067
5,0,217.89392,202.19032,20.472305,62.23964,0.8791735
