1,0,1522.786,561.6047,47.302612,113.989075,1,0.83852667
1,0,1368.7377,515.4351,35.182495,101.1897,2,0.7610665
1,0,1612.019,559.6941,47.572388,113.821655,3,0.75499785
1,0,1445.1498,507.47406,27.309692,75.78082,4,0.6290846
1,0,499.82886,549.1314,39.680847,88.44452,5,0.5955401
1,0,1485.2693,520.40924,25.27246,74.331665,6,0.5943673
1,0,122.05396,708.8874,50.3574,96.08734,7,0.57006466
1,0,539.9205,546.63715,35.8078,91.53827,8,0.5169465
1,0,193.53453,573.72034,40.966614,152.69666,9,0.5093454
1,0,0.0,665.2795,50.123646,219.17218,10,0.495766
1,0,673.2814,521.64154,24.240845,71.73828,11,0.4533911
1,0,1253.5602,525.0125,40.636963,72.792175,12,0.4522021
1,0,278.3825,585.7524,34.23819,144.7821,13,0.44132534
1,0,789.93,505.418,15.798767,49.43802,14,0.41191563
1,0,1071.4117,487.65857,20.645874,30.807617,15,0.37403703
1,0,647.2447,526.3779,27.91504,68.44916,16,0.35051098
1,0,1182.3016,486.6666,14.440552,33.804596,17,0.35004294
1,0,1346.8331,498.43607,19.032837,53.777252,18,0.34179133
1,0,823.7381,511.571,19.25708,42.049652,19,0.32800344
1,0,797.911,461.027,25.953064,91.30411,20,0.31436798
1,0,1865.972,558.9326,35.18091,110.36566,21,0.30672598
1,0,1313.5494,498.14005,17.450073,46.53006,22,0.30181307
2,0,1372.3577,511.47476,34.945435,102.975555,2,0.8571283
2,0,1528.3259,562.3129,48.830933,113.78357,1,0.80554307
2,0,1616.6422,556.84534,51.931396,118.08905,3,0.7705036
2,0,1449.6289,506.79697,26.528442,72.875275,4,0.68707037
2,0,110.26438,700.0548,49.950157,96.7511,7,0.6418971
2,0,499.62335,536.6327,37.19629,91.34674,5,0.6336125
2,0,1489.516,520.16626,23.274414,71.32416,6,0.576336
2,0,539.1817,538.09375,32.456482,88.95502,8,0.52136505
2,0,672.10724,510.94135,25.711548,73.300476,11,0.4741787
2,0,0.0,651.21136,39.261337,222.61658,10,0.4598955
2,0,186.81285,559.78735,37.85591,155.60052,9,0.45984912
