1,0,15.359791,148.5493,74.78584,189.21297,1,0.9153763
1,0,121.31642,158.19632,78.62178,170.46133,2,0.9036835
1,0,306.90393,214.33984,10.06604,27.810394,3,0.3123655
2,0,16.112005,144.97116,75.90497,193.47226,1,0.9396638
2,0,118.20485,157.7229,83.32785,171.54822,2,0.7770323
2,0,252.3499,202.51048,12.308029,42.927765,4,0.731261
2,0,266.43326,206.10806,14.69989,40.244614,5,0.5760894
2,0,309.44193,213.68303,10.657501,28.642197,3,0.49958917
2,0,511.7283,186.16473,15.9878235,38.369705,6,0.3689313
2,0,366.2525,202.77003,10.619141,37.026016,7,0.30018854
3,0,18.374409,142.86644,77.21962,196.29558,1,0.91233754
3,0,248.32622,198.68709,24.560226,61.31273,8,0.89242977
3,0,270.95218,197.29536,17.667816,49.658752,9,0.85470176
3,0,124.851364,155.10367,80.14311,176.04617,2,0.8267297
3,0,315.7781,213.86671,10.954926,28.572739,10,0.66539055
3,0,234.85764,193.73907,13.636902,58.369766,11,0.5230588
3,0,245.6315,185.53989,15.455231,63.53444,12,0.38493878
4,0,24.038252,144.91429,77.36576,196.6887,1,0.9323706
4,0,255.0695,198.36707,20.475021,63.563934,8,0.9262507
4,0,130.19138,154.1235,81.31108,178.80609,2,0.8759939
4,0,237.0172,195.06071,18.41092,65.76918,13,0.70343095
4,0,270.84384,196.14453,12.955414,49.091446,9,0.5764146
4,0,321.66406,214.21625,11.302429,28.924774,14,0.4810016
4,0,79.526695,167.1285,17.415176,34.598297,15,0.33526254
4,0,279.88147,202.92789,14.282471,41.794815,16,0.32484362
4,0,283.7661,214.66283,22.049988,26.474274,17,0.3138726
5,0,29.946459,145.24347,79.552414,201.54877,1,0.92417103
5,0,217.39603,202.23181,22.251465,62.05786,18,0.9051136
5,0,264.30563,201.04533,21.81128,63.253403,19,0.9040806
5,0,136.90541,156.20334,81.25206,181.02173,2,0.81181484
5,0,244.4712,196.70685,19.481827,66.95291,20,0.7981336
5,0,290.4644,198.40022,21.120453,47.777344,21,0.71757406
5,0,330.64847,215.72998,10.895996,29.430405,22,0.44900894
6,0,270.7364,201.31331,25.01889,62.824875,23,0.9320164
6,0,34.501785,143.16663,79.11933,204.5998,1,0.9248998
6,0,250.86153,196.75352,20.891525,66.83305,24,0.8786043
6,0,223.8449,201.90157,23.620361,62.557693,18,0.84811395
6,0,140.31459,154.44193,88.5228,184.16342,2,0.8280082
6,0,311.91183,199.72557,26.035767,47.945923,25,0.6689607
6,0,292.90656,206.5054,16.15213,44.284943,21,0.47997734
7,0,36.994286,140.04784,78.54968,208.59355,1,0.9235357
7,0,276.0724,200.57901,26.128632,62.457672,23,0.8918725
7,0,227.821,201.23553,25.261093,61.943573,18,0.86706287
7,0,255.07759,196.7466,21.902054,65.57216,24,0.8656103
7,0,338.5002,196.30951,29.302216,51.18515,26,0.82652444
7,0,144.2784,151.59805,85.67503,186.74637,2,0.800283
7,0,297.7268,205.70058,14.351318,41.79167,21,0.70940214
8,0,284.71988,201.7839,23.618896,63.98587,23,0.9141988
8,0,38.491413,140.52061,84.178955,212.19783,1,0.9105381
8,0,235.0377,202.02382,26.481308,62.70677,18,0.8919024
8,0,264.08475,198.77998,20.214142,65.21709,27,0.8715908
8,0,367.5601,199.0368,28.103241,55.92807,28,0.8538575
8,0,153.96126,151.76248,84.23944,191.61676,2,0.83476555
8,0,304.85413,205.0912,15.8341675,44.931747,29,0.7893428
8,0,351.02502,213.8263,14.6605835,36.540344,30,0.40618888
8,0,361.06244,199.48602,15.588989,34.052933,31,0.30015528
9,0,289.6654,201.55284,22.795319,64.534134,23,0.9269672
9,0,42.340088,136.19492,84.908844,217.57101,1,0.90408725
9,0,387.81528,198.71547,31.069824,57.993423,32,0.8558056
9,0,268.16928,198.37962,21.962463,65.836136,27,0.81880397
9,0,240.46999,201.6863,25.285446,63.766953,18,0.81692886
9,0,156.26465,150.95732,87.33577,194.12654,2,0.7994241
9,0,310.16656,208.18869,14.577972,42.378296,33,0.6624656
9,0,356.33353,215.78098,11.722473,31.4198,34,0.5685235
9,0,284.88574,186.86377,16.123016,75.93704,35,0.46461177
10,0,48.099808,134.1821,86.84064,221.15195,1,0.8966045
10,0,297.72192,200.8384,23.337646,65.7552,36,0.8872126
10,0,163.22505,147.02254,92.08057,198.05782,2,0.85026264
10,0,252.01254,201.89734,22.760345,62.675842,37,0.8486295
10,0,277.06033,198.55063,22.037476,65.37372,35,0.8075967
10,0,141.06166,194.63266,24.253403,71.15109,38,0.73044884
10,0,424.91412,197.54396,30.967438,55.236298,39,0.6970562
10,0,324.5589,202.9992,16.829315,45.325897,40,0.60995877
10,0,365.5426,215.88579,11.315735,30.244522,41,0.6054016
10,0,318.11603,206.84325,13.997925,43.551315,42,0.49590763
10,0,347.7606,218.23653,7.4216003,23.77713,43,0.41532326
11,0,53.00179,133.47066,86.549194,222.20375,1,0.92425597
11,0,305.26926,201.18425,22.615997,64.32396,36,0.8934728
11,0,169.07323,146.32008,93.58974,201.0078,2,0.88673246
11,0,258.1812,202.14595,25.140503,62.69481,37,0.8809512
11,0,284.4718,198.69005,21.38272,65.41383,35,0.86469585
11,0,141.12952,194.06659,31.508362,71.673645,38,0.7618508
11,0,324.57657,205.75182,15.494171,44.515244,40,0.6269224
11,0,372.44165,216.00827,11.743347,31.619232,44,0.60409653
11,0,452.05066,197.40778,25.210785,39.440002,45,0.50146437
11,0,243.04243,206.077,11.235901,42.60901,46,0.30681926
11,0,584.73047,199.65292,25.06488,22.35582,47,0.3042851
12,0,62.12771,134.776,87.038414,227.98755,1,0.9299152
12,0,317.8837,202.46083,21.50058,67.82384,48,0.89373904
12,0,270.0462,202.08122,24.64856,65.39366,49,0.8826535
12,0,153.6547,197.1138,28.27092,70.69458,50,0.8211395
12,0,179.513,147.9317,95.63199,205.28162,2,0.79834527
12,0,297.59198,201.40773,21.968414,65.75044,51,0.70496225
12,0,383.90073,218.87486,11.450043,31.019379,52,0.64057404
12,0,498.8627,198.35771,17.693817,21.36789,53,0.54752433
12,0,336.13333,207.4935,13.776794,45.305527,54,0.50841796
12,0,572.8779,204.09273,20.901855,19.880981,55,0.5033703
12,0,315.02985,189.91743,15.679321,76.14879,56,0.33612874
12,0,289.97845,205.44849,13.241089,34.700684,57,0.3124695
13,0,65.04921,131.15741,88.98555,233.92157,1,0.9377972
13,0,275.9524,204.39775,24.7128,62.92119,49,0.89612806
13,0,303.5564,201.59547,19.62976,65.746475,51,0.85015285
13,0,185.41052,147.07286,96.32858,207.41216,2,0.8384435
13,0,158.93625,197.14262,29.581085,70.60188,50,0.8301441
13,0,322.79434,202.42455,22.442963,65.63078,48,0.80048627
13,0,389.83765,218.28706,10.772888,32.03401,58,0.6369148
13,0,340.71643,206.25533,13.216156,46.42035,54,0.52888244
13,0,318.65042,189.8535,18.212433,75.34297,56,0.42766535
13,0,0.07429586,221.31984,19.186386,71.28923,59,0.34613296
14,0,77.89324,132.09598,86.24529,234.12448,1,0.93967146
14,0,335.12292,202.42728,24.503082,65.18173,60,0.9074902
14,0,199.10582,144.53969,96.21971,211.02599,2,0.8695603
14,0,286.46802,201.89726,26.07196,64.88811,61,0.85745287
14,0,170.89024,197.09549,29.96811,70.17511,62,0.79264337
14,0,314.12827,201.36519,24.456635,64.51668,56,0.75386196
14,0,0.38202974,147.95375,31.75262,148.86177,63,0.54629827
14,0,352.81116,206.20692,11.546448,45.29506,64,0.50867873
14,0,271.1542,204.41972,12.222351,46.012573,65,0.44865412
14,0,332.18488,187.71404,16.40506,77.68532,66,0.38650495
14,0,193.98889,204.40656,17.321686,63.8714,67,0.33758706
14,0,401.65753,218.4229,11.101318,29.899033,68,0.3150568
15,0,83.94436,131.63585,88.18993,238.90114,1,0.9561439
15,0,346.66373,201.85277,24.166473,68.30946,69,0.9117289
15,0,181.56126,197.0935,28.748718,70.91403,70,0.8492962
15,0,298.21432,201.85445,22.715424,66.25697,71,0.8439978
15,0,206.15785,144.83403,98.241196,215.67232,2,0.83022785
15,0,324.01752,199.9344,23.117523,67.28313,66,0.7726992
15,0,0.4686013,150.6736,43.06838,146.19847,63,0.6099712
15,0,398.55637,219.8279,7.486328,21.815857,72,0.40561414
15,0,289.62985,221.5333,8.9565735,26.983337,73,0.37318534
16,0,79.4607,126.14325,96.415535,243.84012,1,0.9259075
16,0,207.893,138.81201,103.95798,221.26978,2,0.85575616
16,0,351.29324,199.37689,29.718842,67.252106,69,0.85122603
16,0,302.82217,197.84598,22.607971,67.91293,71,0.83064884
16,0,330.89532,196.63693,20.445038,68.70303,66,0.80391747
16,0,185.81134,194.28897,28.571457,71.37302,70,0.79201114
16,0,0.18609373,145.787,49.705563,148.13637,63,0.6485647
16,0,347.24036,185.72835,18.010437,76.69484,74,0.563785
16,0,378.0749,202.4012,17.520416,43.453354,75,0.35427856
17,0,84.42562,123.0667,93.73368,249.28015,1,0.9531886
17,0,306.88376,198.97337,23.08957,65.95708,71,0.8968624
17,0,355.40515,198.00862,23.236755,67.56163,69,0.8917453
17,0,211.96797,137.93265,108.05156,224.28323,2,0.8725944
17,0,189.75778,192.62427,29.072601,72.11331,70,0.8032806
17,0,333.48553,192.60408,22.838196,71.934525,66,0.77650726
17,0,0.5265612,144.14383,53.39885,149.98175,63,0.70187396
17,0,352.2535,184.32562,17.52533,78.93738,74,0.52495784
17,0,138.2923,119.19061,42.34378,116.564575,76,0.4780015
18,0,83.80935,119.53657,95.39773,257.89285,1,0.9586102
18,0,312.22906,197.65863,23.695435,68.48807,71,0.88718635
18,0,193.30664,192.65843,27.897064,71.911545,70,0.8847082
18,0,216.45811,136.89203,108.82536,229.24017,2,0.8722208
18,0,0.42484587,143.97148,54.005356,150.0067,63,0.7835224
18,0,365.91962,198.86769,19.161041,18.590302,77,0.56831217
18,0,354.27368,185.0797,19.179718,33.40155,78,0.49599966
18,0,341.54688,196.70912,13.218353,27.180176,79,0.4790525
18,0,43.63764,191.75285,27.8265,45.21167,80,0.4038118
18,0,289.08868,197.01328,18.07547,51.18544,81,0.3498726
18,0,351.76248,202.98354,8.761322,16.370071,82,0.3176757
18,0,331.8655,200.32202,12.514008,48.024033,83,0.3069188
18,0,472.01074,200.41307,14.088654,16.684341,84,0.30410644
19,0,82.16,118.64069,96.50444,258.30496,1,0.9522119
19,0,214.331,131.0385,113.16913,234.42534,2,0.8632313
19,0,312.67456,195.54001,21.700592,67.44006,71,0.8207927
19,0,0.13660663,139.21469,54.30364,153.48361,63,0.7922323
19,0,194.33527,190.94337,26.708939,71.81047,70,0.7677263
19,0,341.27014,190.91747,20.731384,24.733307,85,0.5725167
19,0,42.776936,187.79575,28.099545,69.729095,80,0.5319199
19,0,287.9418,194.30229,25.290405,52.35933,81,0.41292232
19,0,368.94144,195.92278,17.4552,16.567673,77,0.4013571
19,0,356.58853,181.85017,19.549042,31.356415,78,0.39512515
20,0,76.336006,109.71769,100.02979,268.53494,1,0.96258026
20,0,215.6202,127.97258,113.866165,240.65633,2,0.8759236
20,0,192.74098,187.5949,25.500305,72.649734,70,0.83538574
20,0,40.19997,186.8094,28.176975,69.051315,80,0.72323275
20,0,338.82904,186.46487,22.831482,23.680893,85,0.50191927
20,0,0.0,134.66042,46.56842,156.50453,63,0.49728706
20,0,358.99347,180.1586,16.605621,28.277786,78,0.4354892
20,0,0.09484303,134.15636,25.391394,85.955765,86,0.39596242
20,0,150.44318,126.54127,32.99327,112.53603,87,0.36654922
20,0,423.09494,192.38234,18.191498,20.0737,88,0.3149428
21,0,71.244,107.23789,103.31796,276.10913,1,0.9624759
21,0,214.92542,125.38466,111.11932,246.7758,2,0.8894159
21,0,192.30617,188.22513,26.456268,72.81201,70,0.8873522
